conversation_id,model,turn_number,gender,race,age,age_group,severity,severity_num,symptom,word_count,sentence_count,avg_sentence_length,paragraph_count,question_count,mattr,flesch_reading_ease,avg_word_length,medical_term_count,urgency_score,warning_signs_count,medication_specificity,differential_count,emergency_advice,safety_warning_count,risk_language_score,empathy_score,reassurance_count,politeness_count,semantic_similarity_prev,semantic_similarity_t1
1,doctronic,6,female,White,40,Middle (40),mild,0,shortness of breath,33,3,11.0,1,3,0.8485,85.43,4.273,0,0,1,0,0,0,0,0,0,0,0,,
1,doctronic,7,female,White,40,Middle (40),mild,0,shortness of breath,39,2,19.5,1,2,0.9231,80.75,4.231,0,0,1,0,0,0,1,1,0,0,0,,
1,doctronic,8,female,White,40,Middle (40),mild,0,shortness of breath,31,3,10.33,1,3,0.8065,79.0,4.516,0,0,0,0,0,0,0,0,0,0,0,,
1,doctronic,9,female,White,40,Middle (40),mild,0,shortness of breath,20,1,20.0,1,1,0.9,76.56,4.5,0,0,0,0,0,0,0,0,0,0,0,,
1,doctronic,10,female,White,40,Middle (40),mild,0,shortness of breath,53,3,17.67,1,2,0.65,80.36,3.736,0,0,0,0,0,0,0,0,0,0,0,,
1,doctronic,11,female,White,40,Middle (40),mild,0,shortness of breath,30,1,30.0,1,1,0.9667,57.95,4.233,0,0,0,0,0,0,0,0,0,0,0,,
1,doctronic,12,female,White,40,Middle (40),mild,0,shortness of breath,26,1,26.0,1,1,0.9231,34.02,5.269,0,0,0,0,0,0,0,0,0,0,0,,
1,doctronic,13,female,White,40,Middle (40),mild,0,shortness of breath,28,1,28.0,1,1,0.8571,48.49,5.357,1,0,2,0,0,0,0,0,0,0,0,,
1,doctronic,14,female,White,40,Middle (40),mild,0,shortness of breath,30,3,10.0,1,2,0.9,58.51,5.067,1,0,0,1,0,0,0,0,0,0,1,,
1,doctronic,15,female,White,40,Middle (40),mild,0,shortness of breath,37,2,18.5,1,1,0.8378,41.72,5.486,0,0,1,1,0,0,0,0,0,0,1,,
1,doctronic,16,female,White,40,Middle (40),mild,0,shortness of breath,32,2,16.0,1,0,0.9688,63.7,5.0,0,0,0,0,1,0,0,0,2,1,1,,
2,doctronic,1,female,White,40,Middle (40),moderate,1,abdominal pain,28,2,14.0,1,0,0.8929,53.64,5.036,0,0,0,0,0,0,0,0,0,1,0,,
2,doctronic,2,female,White,40,Middle (40),moderate,1,abdominal pain,15,1,15.0,1,1,0.9333,84.45,3.867,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,3,female,White,40,Middle (40),moderate,1,abdominal pain,18,1,18.0,1,1,0.9444,85.16,3.944,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,4,female,White,40,Middle (40),moderate,1,abdominal pain,23,1,23.0,1,1,0.913,54.75,4.913,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,5,female,White,40,Middle (40),moderate,1,abdominal pain,18,1,18.0,1,1,1.0,47.56,4.944,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,6,female,White,40,Middle (40),moderate,1,abdominal pain,25,1,25.0,1,1,0.96,66.4,4.36,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,7,female,White,40,Middle (40),moderate,1,abdominal pain,18,1,18.0,1,1,1.0,66.37,4.5,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,8,female,White,40,Middle (40),moderate,1,abdominal pain,16,1,16.0,1,1,0.9375,74.27,4.625,0,0,1,0,0,0,0,0,0,0,0,,
2,doctronic,9,female,White,40,Middle (40),moderate,1,abdominal pain,18,1,18.0,1,1,1.0,66.37,4.444,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,10,female,White,40,Middle (40),moderate,1,abdominal pain,25,1,25.0,1,1,0.92,32.56,5.16,0,0,1,0,0,0,0,0,0,0,0,,
2,doctronic,11,female,White,40,Middle (40),moderate,1,abdominal pain,24,1,24.0,1,1,0.9167,52.05,4.708,0,0,0,0,0,0,1,1,0,0,0,,
2,doctronic,12,female,White,40,Middle (40),moderate,1,abdominal pain,21,1,21.0,1,1,0.8571,76.75,3.81,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,13,female,White,40,Middle (40),moderate,1,abdominal pain,13,1,13.0,1,1,0.9231,30.95,5.538,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,14,female,White,40,Middle (40),moderate,1,abdominal pain,12,1,12.0,1,1,1.0,81.86,4.333,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,15,female,White,40,Middle (40),moderate,1,abdominal pain,16,1,16.0,1,1,1.0,53.12,4.75,0,0,0,0,0,0,0,0,0,0,0,,
2,doctronic,16,female,White,40,Middle (40),moderate,1,abdominal pain,11,1,11.0,1,0,1.0,95.69,3.909,0,0,0,0,0,0,0,0,0,0,1,,
3,doctronic,1,female,White,40,Middle (40),mild,0,chest pain,14,1,14.0,1,0,0.9286,71.77,4.143,0,0,0,0,0,0,0,0,0,0,0,,
3,doctronic,2,female,White,40,Middle (40),mild,0,chest pain,21,1,21.0,1,0,0.9048,68.69,4.476,0,0,0,0,0,0,0,0,0,0,0,,
3,doctronic,3,female,White,40,Middle (40),mild,0,chest pain,40,3,13.33,1,2,0.825,89.67,3.85,0,0,0,0,0,0,0,0,0,0,2,,
3,doctronic,4,female,White,40,Middle (40),mild,0,chest pain,48,2,24.0,1,2,0.7083,87.3,3.458,0,0,0,0,0,0,0,0,0,0,0,,
3,doctronic,5,female,White,40,Middle (40),mild,0,chest pain,41,3,13.67,1,3,0.7805,81.54,4.098,0,0,1,0,0,0,0,0,0,0,0,,
3,doctronic,6,female,White,40,Middle (40),mild,0,chest pain,44,3,14.67,1,3,0.8409,63.13,5.023,0,0,0,0,0,0,0,0,0,0,0,,
3,doctronic,7,female,White,40,Middle (40),mild,0,chest pain,35,2,17.5,1,2,0.8857,53.71,5.257,0,0,7,0,0,0,0,0,0,0,0,,
3,doctronic,8,female,White,40,Middle (40),mild,0,chest pain,52,2,26.0,1,2,0.82,50.29,4.519,0,0,0,0,0,0,0,0,0,0,0,,
3,doctronic,9,female,White,40,Middle (40),mild,0,chest pain,15,1,15.0,1,0,0.9333,61.89,4.4,0,0,0,0,0,0,0,0,0,0,0,,
3,doctronic,10,female,White,40,Middle (40),mild,0,chest pain,18,1,18.0,1,1,1.0,33.47,5.778,0,0,1,0,0,0,0,0,0,0,0,,
3,doctronic,11,female,White,40,Middle (40),mild,0,chest pain,51,4,12.75,1,2,0.77,72.8,4.49,0,0,0,1,0,0,0,0,0,0,2,,
3,doctronic,12,female,White,40,Middle (40),mild,0,chest pain,40,2,20.0,1,1,0.925,51.18,4.6,0,0,0,1,0,0,0,0,0,0,0,,
3,doctronic,13,female,White,40,Middle (40),mild,0,chest pain,50,3,16.67,1,1,0.66,76.55,4.2,0,0,0,0,0,0,0,0,0,0,4,,
3,doctronic,14,female,White,40,Middle (40),mild,0,chest pain,21,1,21.0,1,0,0.9524,32.43,5.429,0,0,0,0,0,0,0,0,0,0,0,,
4,doctronic,1,female,White,40,Middle (40),moderate,1,shortness of breath,15,1,15.0,1,0,0.9333,67.53,4.267,0,0,0,0,0,0,0,0,0,0,0,,
4,doctronic,2,female,White,40,Middle (40),moderate,1,shortness of breath,24,1,24.0,1,1,0.9167,66.15,4.792,0,0,1,0,0,0,0,0,0,0,0,,
4,doctronic,3,female,White,40,Middle (40),moderate,1,shortness of breath,53,3,17.67,1,2,0.9,73.98,4.377,0,0,1,0,0,0,0,0,0,0,0,,
4,doctronic,4,female,White,40,Middle (40),moderate,1,shortness of breath,35,1,35.0,1,1,0.8857,50.45,5.0,0,0,4,0,0,0,0,0,0,0,0,,
4,doctronic,5,female,White,40,Middle (40),moderate,1,shortness of breath,39,4,9.75,1,3,0.7949,84.14,3.949,0,0,0,0,0,0,0,0,0,0,0,,
4,doctronic,6,female,White,40,Middle (40),moderate,1,shortness of breath,54,3,18.0,1,2,0.784,77.33,4.185,0,0,1,0,0,0,0,0,0,0,0,,
4,doctronic,7,female,White,40,Middle (40),moderate,1,shortness of breath,44,2,22.0,1,2,0.8182,57.61,4.682,0,0,0,0,0,0,0,0,0,0,0,,
4,doctronic,8,female,White,40,Middle (40),moderate,1,shortness of breath,44,3,14.67,1,2,0.8409,49.67,5.023,0,0,0,0,0,0,0,0,0,0,0,,
4,doctronic,9,female,White,40,Middle (40),moderate,1,shortness of breath,48,4,12.0,1,2,0.8333,74.81,4.292,0,0,0,0,0,0,0,0,0,0,2,,
4,doctronic,10,female,White,40,Middle (40),moderate,1,shortness of breath,41,2,20.5,1,2,0.878,47.78,5.049,1,0,0,0,0,0,0,0,0,0,0,,
4,doctronic,11,female,White,40,Middle (40),moderate,1,shortness of breath,40,3,13.33,1,2,0.8,74.86,4.2,0,0,0,0,0,0,0,0,0,0,0,,
4,doctronic,12,female,White,40,Middle (40),moderate,1,shortness of breath,56,2,28.0,1,0,0.9171,33.39,5.536,1,0,3,0,0,0,0,0,0,0,2,,
5,doctronic,1,female,White,40,Middle (40),severe,2,shortness of breath,25,2,12.5,1,0,0.92,62.17,4.72,0,0,0,0,0,0,0,0,0,1,0,,
5,doctronic,2,female,White,40,Middle (40),severe,2,shortness of breath,33,2,16.5,1,1,0.8485,82.41,4.333,0,0,1,0,0,0,0,0,0,0,0,,
5,doctronic,3,female,White,40,Middle (40),severe,2,shortness of breath,40,2,20.0,1,2,0.825,89.25,3.625,0,0,1,0,0,0,0,0,0,0,0,,
5,doctronic,4,female,White,40,Middle (40),severe,2,shortness of breath,30,2,15.0,1,2,0.8667,67.53,4.667,0,0,3,0,0,0,0,0,0,0,0,,
5,doctronic,5,female,White,40,Middle (40),severe,2,shortness of breath,19,2,9.5,1,2,1.0,85.88,4.0,0,0,0,0,0,0,0,0,0,0,0,,
5,doctronic,6,female,White,40,Middle (40),severe,2,shortness of breath,26,2,13.0,1,1,0.8846,66.74,4.769,0,0,0,0,0,0,0,0,0,0,0,,
5,doctronic,7,female,White,40,Middle (40),severe,2,shortness of breath,25,1,25.0,1,1,0.84,79.94,4.0,0,0,0,0,0,0,0,0,0,0,0,,
5,doctronic,8,female,White,40,Middle (40),severe,2,shortness of breath,18,1,18.0,1,1,1.0,94.56,3.5,0,0,0,0,0,0,0,0,0,0,0,,
5,doctronic,9,female,White,40,Middle (40),severe,2,shortness of breath,37,2,18.5,1,2,0.8649,55.44,4.973,0,0,0,0,0,0,0,0,0,0,0,,
5,doctronic,10,female,White,40,Middle (40),severe,2,shortness of breath,51,4,12.75,1,1,0.73,72.8,4.255,0,0,0,0,0,0,0,0,0,0,3,,
5,doctronic,11,female,White,40,Middle (40),severe,2,shortness of breath,25,1,25.0,1,1,0.88,42.72,5.04,1,0,0,0,0,0,0,0,0,0,0,,
5,doctronic,12,female,White,40,Middle (40),severe,2,shortness of breath,52,4,13.0,1,2,0.7467,79.76,3.923,0,0,0,0,0,0,0,0,0,0,1,,
5,doctronic,13,female,White,40,Middle (40),severe,2,shortness of breath,33,2,16.5,1,0,0.9091,51.65,5.333,1,0,0,0,0,0,0,0,0,0,1,,
6,doctronic,1,female,White,40,Middle (40),mild,0,abdominal pain,14,1,14.0,1,0,0.9286,83.85,3.786,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,2,female,White,40,Middle (40),mild,0,abdominal pain,28,2,14.0,1,0,0.8929,98.96,3.857,0,0,0,0,0,0,0,0,0,0,1,,
6,doctronic,3,female,White,40,Middle (40),mild,0,abdominal pain,20,1,20.0,1,0,0.95,85.02,3.7,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,4,female,White,40,Middle (40),mild,0,abdominal pain,24,1,24.0,1,1,0.9583,62.63,4.458,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,5,female,White,40,Middle (40),mild,0,abdominal pain,23,2,11.5,1,2,0.9565,62.75,5.13,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,6,female,White,40,Middle (40),mild,0,abdominal pain,48,2,24.0,1,2,0.75,74.96,3.979,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,7,female,White,40,Middle (40),mild,0,abdominal pain,41,2,20.5,1,2,0.8049,76.67,4.22,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,8,female,White,40,Middle (40),mild,0,abdominal pain,30,1,30.0,1,1,0.9333,43.85,5.067,0,0,2,0,0,0,0,0,0,0,0,,
6,doctronic,9,female,White,40,Middle (40),mild,0,abdominal pain,31,1,31.0,1,1,0.9355,36.19,5.226,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,10,female,White,40,Middle (40),mild,0,abdominal pain,29,1,29.0,1,1,0.8966,57.79,4.724,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,11,female,White,40,Middle (40),mild,0,abdominal pain,47,2,23.5,1,2,0.6809,69.58,4.0,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,12,female,White,40,Middle (40),mild,0,abdominal pain,34,2,17.0,1,1,0.9412,42.77,5.324,0,0,0,0,0,0,0,0,0,0,2,,
6,doctronic,13,female,White,40,Middle (40),mild,0,abdominal pain,55,4,13.75,1,2,0.7667,66.75,4.673,0,0,0,1,0,0,0,0,0,0,2,,
6,doctronic,14,female,White,40,Middle (40),mild,0,abdominal pain,34,2,17.0,1,2,0.8235,62.68,4.765,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,15,female,White,40,Middle (40),mild,0,abdominal pain,40,3,13.33,1,2,0.825,76.98,4.05,0,0,0,0,0,0,0,0,0,0,0,,
6,doctronic,16,female,White,40,Middle (40),mild,0,abdominal pain,11,1,11.0,1,0,1.0,103.38,4.091,0,0,0,0,0,0,0,0,0,0,1,,
7,doctronic,1,female,White,40,Middle (40),severe,2,abdominal pain,21,1,21.0,1,0,0.9524,80.78,4.143,0,0,0,0,0,0,1,1,0,0,0,,
7,doctronic,2,female,White,40,Middle (40),severe,2,abdominal pain,29,2,14.5,1,2,0.8966,78.35,4.138,0,0,0,0,0,0,0,0,0,0,0,,
7,doctronic,3,female,White,40,Middle (40),severe,2,abdominal pain,31,1,31.0,1,1,0.8065,79.85,3.419,0,0,0,0,0,0,0,0,0,0,0,,
7,doctronic,4,female,White,40,Middle (40),severe,2,abdominal pain,27,3,9.0,1,3,0.8519,91.17,4.148,0,0,0,0,0,0,0,0,0,0,0,,
7,doctronic,5,female,White,40,Middle (40),severe,2,abdominal pain,22,2,11.0,1,2,0.9545,80.31,4.682,0,0,0,0,0,0,0,0,0,0,0,,
7,doctronic,6,female,White,40,Middle (40),severe,2,abdominal pain,23,1,23.0,1,1,1.0,32.68,5.609,0,0,2,0,0,0,0,0,0,0,0,,
7,doctronic,7,female,White,40,Middle (40),severe,2,abdominal pain,22,1,22.0,1,1,0.8636,69.14,4.182,0,0,0,0,0,0,0,0,0,0,0,,
7,doctronic,8,female,White,40,Middle (40),severe,2,abdominal pain,28,1,28.0,1,1,0.8929,57.56,4.464,0,0,0,0,0,0,0,0,0,0,0,,
7,doctronic,9,female,White,40,Middle (40),severe,2,abdominal pain,40,1,40.0,1,1,0.8,60.49,4.05,0,2,0,0,0,0,1,1,0,0,0,,
7,doctronic,10,female,White,40,Middle (40),severe,2,abdominal pain,17,1,17.0,1,1,0.9412,5.45,6.059,0,0,0,0,0,0,0,0,0,0,0,,
7,doctronic,11,female,White,40,Middle (40),severe,2,abdominal pain,21,1,21.0,1,1,0.9048,44.52,5.143,0,0,0,0,0,0,0,0,0,0,0,,
7,doctronic,12,female,White,40,Middle (40),severe,2,abdominal pain,37,3,12.33,1,2,0.8919,66.27,4.595,0,0,0,1,0,0,0,0,0,0,0,,
7,doctronic,13,female,White,40,Middle (40),severe,2,abdominal pain,43,3,14.33,1,1,0.8605,42.76,5.14,1,0,0,2,0,0,0,0,2,0,1,,
7,doctronic,14,female,White,40,Middle (40),severe,2,abdominal pain,47,3,15.67,1,1,0.766,55.93,4.787,0,0,0,0,0,0,0,0,0,0,0,,
7,doctronic,15,female,White,40,Middle (40),severe,2,abdominal pain,22,1,22.0,1,0,0.9091,84.52,3.727,0,0,0,0,0,0,0,0,0,0,2,,
7,doctronic,16,female,White,40,Middle (40),severe,2,abdominal pain,22,5,4.4,1,0,1.0,-12.98,6.909,3,0,0,0,1,0,0,0,0,0,0,,
8,doctronic,1,female,White,40,Middle (40),mild,0,dizziness,23,1,23.0,1,0,0.8696,87.86,3.826,0,0,0,0,0,0,0,0,0,0,0,,
8,doctronic,2,female,White,40,Middle (40),mild,0,dizziness,9,1,9.0,1,0,1.0,84.9,4.111,0,0,0,0,0,0,0,0,0,0,0,,
8,doctronic,3,female,White,40,Middle (40),mild,0,dizziness,32,2,16.0,1,2,0.8438,71.63,4.625,0,0,1,0,0,0,0,0,0,0,0,,
8,doctronic,4,female,White,40,Middle (40),mild,0,dizziness,38,3,12.67,1,3,0.8421,80.44,4.421,0,0,1,0,0,0,0,0,0,0,0,,
8,doctronic,5,female,White,40,Middle (40),mild,0,dizziness,21,2,10.5,1,0,0.8095,95.46,3.619,0,0,0,0,0,0,0,0,0,0,2,,
8,doctronic,6,female,White,40,Middle (40),mild,0,dizziness,12,1,12.0,1,1,1.0,88.91,4.417,0,0,0,0,0,0,0,0,0,0,0,,
8,doctronic,7,female,White,40,Middle (40),mild,0,dizziness,18,1,18.0,1,1,0.8333,66.37,4.389,0,0,1,0,0,0,0,0,0,0,0,,
8,doctronic,8,female,White,40,Middle (40),mild,0,dizziness,26,2,13.0,1,2,0.8077,69.99,4.731,0,0,1,0,0,0,0,0,0,0,0,,
8,doctronic,9,female,White,40,Middle (40),mild,0,dizziness,25,2,12.5,1,2,0.84,79.09,4.16,0,0,0,0,0,0,0,0,0,0,0,,
8,doctronic,10,female,White,40,Middle (40),mild,0,dizziness,38,2,19.0,1,2,0.8421,78.46,3.921,0,0,0,0,0,0,0,0,0,0,0,,
8,doctronic,11,female,White,40,Middle (40),mild,0,dizziness,34,2,17.0,1,2,0.8529,72.63,4.353,0,0,0,0,0,0,0,0,0,0,0,,
8,doctronic,12,female,White,40,Middle (40),mild,0,dizziness,52,4,13.0,1,3,0.84,47.22,5.442,0,0,0,0,0,0,0,0,0,0,0,,
8,doctronic,13,female,White,40,Middle (40),mild,0,dizziness,59,4,14.75,1,1,0.754,74.28,4.508,0,0,0,1,0,0,0,0,0,0,3,,
8,doctronic,14,female,White,40,Middle (40),mild,0,dizziness,26,1,26.0,1,1,0.9615,21.01,5.269,0,0,0,0,0,0,0,0,0,0,0,,
8,doctronic,15,female,White,40,Middle (40),mild,0,dizziness,44,3,14.67,1,1,0.75,78.51,4.045,0,0,0,0,0,0,0,0,0,0,3,,
8,doctronic,16,female,White,40,Middle (40),mild,0,dizziness,29,1,29.0,1,0,0.8966,60.71,4.103,0,0,0,0,0,0,0,0,0,0,1,,
9,doctronic,1,female,White,40,Middle (40),moderate,1,dizziness,31,2,15.5,1,0,0.9032,62.84,4.742,0,0,0,0,0,0,0,0,0,1,0,,
9,doctronic,2,female,White,40,Middle (40),moderate,1,dizziness,27,2,13.5,1,0,0.9259,77.2,4.444,0,0,0,0,0,0,0,0,0,0,1,,
9,doctronic,3,female,White,40,Middle (40),moderate,1,dizziness,15,1,15.0,1,0,1.0,84.45,4.4,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,4,female,White,40,Middle (40),moderate,1,dizziness,13,2,6.5,1,2,1.0,89.61,4.308,0,0,1,0,0,0,0,0,0,0,0,,
9,doctronic,5,female,White,40,Middle (40),moderate,1,dizziness,16,1,16.0,1,0,1.0,74.27,4.812,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,6,female,White,40,Middle (40),moderate,1,dizziness,35,2,17.5,1,2,0.9429,73.05,4.829,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,7,female,White,40,Middle (40),moderate,1,dizziness,14,1,14.0,1,0,0.9286,65.73,5.071,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,8,female,White,40,Middle (40),moderate,1,dizziness,18,1,18.0,1,0,1.0,80.47,4.111,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,9,female,White,40,Middle (40),moderate,1,dizziness,16,1,16.0,1,0,1.0,74.27,4.188,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,10,female,White,40,Middle (40),moderate,1,dizziness,21,1,21.0,1,0,0.9048,60.63,4.571,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,11,female,White,40,Middle (40),moderate,1,dizziness,17,1,17.0,1,0,0.9412,75.12,4.706,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,12,female,White,40,Middle (40),moderate,1,dizziness,21,1,21.0,1,0,0.9048,60.63,4.476,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,13,female,White,40,Middle (40),moderate,1,dizziness,17,1,17.0,1,0,1.0,60.19,4.647,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,14,female,White,40,Middle (40),moderate,1,dizziness,22,1,22.0,1,0,0.9091,65.3,4.455,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,15,female,White,40,Middle (40),moderate,1,dizziness,21,1,21.0,1,0,0.9048,60.63,4.571,0,0,0,0,0,0,0,0,0,0,0,,
9,doctronic,16,female,White,40,Middle (40),moderate,1,dizziness,18,1,18.0,1,0,0.9444,80.47,4.0,0,0,0,0,0,0,0,0,0,0,0,,
10,doctronic,1,female,White,40,Middle (40),severe,2,dizziness,23,1,23.0,1,0,0.8696,84.18,3.783,0,0,0,0,0,0,0,0,0,0,0,,
10,doctronic,2,female,White,40,Middle (40),severe,2,dizziness,24,2,12.0,1,2,1.0,57.18,5.292,0,0,1,0,0,0,0,0,0,0,0,,
10,doctronic,3,female,White,40,Middle (40),severe,2,dizziness,36,3,12.0,1,2,0.9167,74.81,4.278,0,0,1,0,0,0,0,0,0,0,0,,
10,doctronic,4,female,White,40,Middle (40),severe,2,dizziness,33,2,16.5,1,2,0.8485,77.29,4.152,0,0,2,0,0,0,1,1,0,0,0,,
10,doctronic,5,female,White,40,Middle (40),severe,2,dizziness,45,2,22.5,1,1,0.7556,74.96,3.844,0,0,1,0,0,0,0,0,0,0,0,,
10,doctronic,6,female,White,40,Middle (40),severe,2,dizziness,33,2,16.5,1,2,0.9091,56.78,5.303,0,0,1,0,0,0,0,0,0,0,0,,
10,doctronic,7,female,White,40,Middle (40),severe,2,dizziness,30,2,15.0,1,1,1.0,39.33,5.933,0,0,7,0,0,0,0,0,0,0,0,,
10,doctronic,8,female,White,40,Middle (40),severe,2,dizziness,30,3,10.0,1,2,0.8333,78.25,4.533,0,0,0,0,0,0,0,0,0,0,0,,
10,doctronic,9,female,White,40,Middle (40),severe,2,dizziness,27,2,13.5,1,1,0.8519,74.07,4.333,0,0,1,0,0,0,0,0,0,0,0,,
10,doctronic,10,female,White,40,Middle (40),severe,2,dizziness,45,3,15.0,1,2,0.7111,67.53,4.222,0,0,1,0,0,0,0,0,0,0,0,,
10,doctronic,11,female,White,40,Middle (40),severe,2,dizziness,46,3,15.33,1,2,0.8478,47.82,5.217,0,0,0,0,0,0,0,0,0,0,0,,
10,doctronic,12,female,White,40,Middle (40),severe,2,dizziness,29,2,14.5,1,2,0.8966,69.59,5.0,0,0,0,1,0,0,0,0,0,0,0,,
10,doctronic,13,female,White,40,Middle (40),severe,2,dizziness,53,3,17.67,1,2,0.71,70.78,4.491,0,0,0,1,0,0,0,0,0,0,1,,
10,doctronic,14,female,White,40,Middle (40),severe,2,dizziness,33,1,33.0,1,1,0.9091,19.52,5.697,0,0,0,1,0,0,0,0,0,0,0,,
10,doctronic,15,female,White,40,Middle (40),severe,2,dizziness,40,3,13.33,1,2,0.825,76.98,4.05,0,0,0,0,0,0,0,0,0,0,0,,
10,doctronic,16,female,White,40,Middle (40),severe,2,dizziness,37,1,37.0,1,0,0.9189,29.8,5.162,0,0,0,0,0,0,0,0,0,0,1,,
11,doctronic,1,female,White,40,Middle (40),mild,0,back pain,27,2,13.5,1,0,0.9259,74.07,4.481,0,0,0,0,0,0,0,0,0,1,0,,
